Year,State,CoC Name,Org Name,Program Name,Program Type,Award Amount
2018,OR,"OR-501 - Portland, Gresham/Multnomah County CoC",Northwest Pilot Project,CoC,OR-501 - REN - Pathways Rent Assistance,198003
2018,OR,OR-505 - Oregon Balance of State CoC,Oregon Coalition Against Domestic and Sexual Violence,CoC,OR-505 - NEW - OCADSV SSO for Coordinated Entry,110767
2018,OR,OR-505 - Oregon Balance of State CoC,Oregon Coast Community Action,CoC,OR-505 - NEW - ORCCA Futures Youth RRH,129404
2018,OR,OR-505 - Oregon Balance of State CoC,Oregon Housing and Community Services,CoC,OR-505 - REN - OHCS HMIS Consolidated Grant,114696
2018,OR,"OR-501 - Portland, Gresham/Multnomah County CoC",Outside In,CoC,OR-501 - REN - Old Town Collaborative Homeless Housing Program,466737
2018,OR,"OR-501 - Portland, Gresham/Multnomah County CoC","Portland, OR",CoC,OR-501 - REN - HMIS,245666
2018,OR,"OR-502 - Medford, Ashland/Jackson County CoC",Rogue Valley Council of Governments,CoC,OR-502 - REN - Home At Last 2018,46656
2018,OR,OR-505 - Oregon Balance of State CoC,Salem Interfaith Hospitality Network,CoC,OR-505 - REN - Salem IHN - PSH Bonus 1,160764
2018,OR,"OR-501 - Portland, Gresham/Multnomah County CoC","Salvation Army - Western Territory, The",CoC,OR-501 - REN - The Women's Housing Collaborative Consolidation,599519
2018,OR,"OR-501 - Portland, Gresham/Multnomah County CoC",Self Enhancement,CoC,OR-501 - REN - Project HAVEN: Rapid Rehousing,1874084
2018,OR,"OR-501 - Portland, Gresham/Multnomah County CoC",Self Enhancement,CoC,OR-501 - REN - Project HAVEN: Permanent Supportive Housing,1072906
2018,OR,OR-505 - Oregon Balance of State CoC,Shangri-La Corporation,CoC,OR-505 - REN - Shangri-La PSH Assistance PH,172604
2018,OR,OR-505 - Oregon Balance of State CoC,Shangri-La Corporation,CoC,OR-505 - REN - Shangri-La SHAP-1.2 Consolidated PSH,138581
2018,OR,"OR-500 - Eugene, Springfield/Lane County CoC",St. Vincent de Paul Society - Lane County,CoC,OR-500 - REN - Connections,226452
2018,OR,"OR-500 - Eugene, Springfield/Lane County CoC",St. Vincent de Paul Society - Lane County,CoC,OR-500 - REN - LIFT,276969
2018,OR,"OR-500 - Eugene, Springfield/Lane County CoC",St. Vincent de Paul Society - Lane County,CoC,OR-500 - REN - VetLIFT,205281
2018,OR,OR-505 - Oregon Balance of State CoC,Tillamook County Community Action Resource Enterprises,CoC,OR-505 - REN - CARE Homeless PH-RRH,28090
2018,OR,OR-505 - Oregon Balance of State CoC,Tillamook County Community Action Resource Enterprises,CoC,OR-505 - REN - CARE Homeless PH Bonus 1,58075
2018,OR,"OR-501 - Portland, Gresham/Multnomah County CoC",Transition Projects,CoC,OR-501 - REN - Collaboration,413363
2018,OR,"OR-501 - Portland, Gresham/Multnomah County CoC",Transition Projects,CoC,OR-501 - REN - Horizons,190081
2018,OR,"OR-501 - Portland, Gresham/Multnomah County CoC",Transition Projects,CoC,OR-501 - REN - OTIS Project,407910
2018,OR,"OR-501 - Portland, Gresham/Multnomah County CoC",Transition Projects,CoC,OR-501 - REN - Rapid Rehousing Bonus,80432
2018,OR,"OR-501 - Portland, Gresham/Multnomah County CoC",Transition Projects,CoC,OR-501 - REN - Winter Housing: Targeted Permanent Supportive Housing for Women's Winter Shelter Residents,338043
2018,OR,"OR-501 - Portland, Gresham/Multnomah County CoC",Transition Projects,CoC,OR-501 - REN - Women's Housing Program,308198
2018,OR,"OR-501 - Portland, Gresham/Multnomah County CoC",Transition Projects,CoC,OR-501 - NEW - Spectrum Housing Relief: PSH,265084
2018,OR,OR-505 - Oregon Balance of State CoC,United Community Action Network,CoC,OR-505 - REN - UCAN Rent and Support PH-RRH Consolidated,116557
2018,OR,OR-505 - Oregon Balance of State CoC,United Community Action Network,CoC,OR-505 - REN - UCAN ROLS PH,159478
2018,OR,OR-505 - Oregon Balance of State CoC,United Community Action Network,CoC,OR-505 - REN - UCAN CARE For Independent Living PH,41754
2018,OR,"OR-506 - Hillsboro, Beaverton/Washington County CoC","Washington County, OR",CoC,OR-506 - REN - Hillsboro Graduated Independent Living Program,100081
2018,OR,"OR-506 - Hillsboro, Beaverton/Washington County CoC","Washington County, OR",CoC,OR-506 - REN - Shelter Plus Care Renewal,2485419
2018,OR,"OR-506 - Hillsboro, Beaverton/Washington County CoC","Washington County, OR",CoC,OR-506 - REN - Homeless Management Information System,39742
2018,OR,"OR-506 - Hillsboro, Beaverton/Washington County CoC","Washington County, OR",CoC,OR-506 - REN - Safe Haven,297426
2018,OR,"OR-506 - Hillsboro, Beaverton/Washington County CoC","Washington County, OR",CoC,OR-506 - REN - Transitional Living Program,121741
2018,OR,"OR-506 - Hillsboro, Beaverton/Washington County CoC","Washington County, OR",CoC,OR-506 - REN - Housing Stabilization Program,31618
2018,OR,"OR-506 - Hillsboro, Beaverton/Washington County CoC","Washington County, OR",CoC,OR-506 - REN - CoC Rapid Re-Housing for Families,481388
2018,OR,"OR-506 - Hillsboro, Beaverton/Washington County CoC","Washington County, OR",CoC,OR-506 - NEW - Sojourner's House,195443
2018,OR,"OR-506 - Hillsboro, Beaverton/Washington County CoC","Washington County, OR",CoC,OR-506 - PLN - OR-506 CoC Planning Application FY2018,101085
2018,OR,OR-505 - Oregon Balance of State CoC,Yamhill Community Action Partnerships,CoC,OR-505 - REN - YCAP Stabilization and Self-Reliance PH-RRH,63038
2018,OR,OR-505 - Oregon Balance of State CoC,Yamhill Community Action Partnerships,CoC,OR-505 - REN - YCAP Open Door PSH Bonus,67088
2018,OR,OR-505 - Oregon Balance of State CoC,Yamhill Community Action Partnerships,CoC,OR-505 - NEW - YCAP DV RRH,52645
2018,PA,PA-500 - Philadelphia CoC,1260 Housing Development Corporation,CoC,PA-500 - REN - Pennsgrove Permanent Housing,130410
2018,PA,PA-500 - Philadelphia CoC,1260 Housing Development Corporation,CoC,PA-500 - REN - Reed Preston Housing,40242
2018,PA,PA-500 - Philadelphia CoC,1260 Housing Development Corporation,CoC,PA-500 - REN - Thompson Street Housing,260604
2018,PA,PA-500 - Philadelphia CoC,AchieveAbility,CoC,PA-500 - REN - Appletree Housing,210000
2018,PA,PA-500 - Philadelphia CoC,AchieveAbility,CoC,PA-500 - REN - Cecil Housing,42000
2018,PA,PA-500 - Philadelphia CoC,Action Wellness,CoC,PA-500 - REN - Casa Nueva Vida,185922
2018,PA,PA-500 - Philadelphia CoC,Action Wellness,CoC,PA-500 - REN - Circle of Care Supportive Housing for Persons with Disabilities,149737
2018,PA,PA-500 - Philadelphia CoC,Action Wellness,CoC,PA-500 - REN - Positive Living,274768
2018,PA,"PA-600 - Pittsburgh, McKeesport, Penn Hills/Allegheny County CoC","Allegheny County, PA",CoC,PA-600 - REN - Flex 50 Families,652864
2018,PA,"PA-600 - Pittsburgh, McKeesport, Penn Hills/Allegheny County CoC","Allegheny County, PA",CoC,PA-600 - REN - Flex 51 Expansion,874911
2018,PA,"PA-600 - Pittsburgh, McKeesport, Penn Hills/Allegheny County CoC","Allegheny County, PA",CoC,PA-600 - REN - Rapid Re-Housing for Families Demonstration Program,312691
2018,PA,"PA-600 - Pittsburgh, McKeesport, Penn Hills/Allegheny County CoC","Allegheny County, PA",CoC,PA-600 - REN - Work Towards Sustainability from Crisis,147874
2018,PA,"PA-600 - Pittsburgh, McKeesport, Penn Hills/Allegheny County CoC","Allegheny County, PA",CoC,PA-600 - REN - CHOICE II,280542
2018,PA,"PA-600 - Pittsburgh, McKeesport, Penn Hills/Allegheny County CoC","Allegheny County, PA",CoC,PA-600 - REN - Delores Howze Program,96761
2018,PA,"PA-600 - Pittsburgh, McKeesport, Penn Hills/Allegheny County CoC","Allegheny County, PA",CoC,PA-600 - REN - Families United,385134
2018,PA,"PA-600 - Pittsburgh, McKeesport, Penn Hills/Allegheny County CoC","Allegheny County, PA",CoC,PA-600 - REN EXP - Flex 15 Expansion,446827
2018,PA,"PA-600 - Pittsburgh, McKeesport, Penn Hills/Allegheny County CoC","Allegheny County, PA",CoC,PA-600 - REN - HMIS,198942
2018,PA,"PA-600 - Pittsburgh, McKeesport, Penn Hills/Allegheny County CoC","Allegheny County, PA",CoC,PA-600 - REN - Liberty,91336
2018,PA,"PA-600 - Pittsburgh, McKeesport, Penn Hills/Allegheny County CoC","Allegheny County, PA",CoC,PA-600 - REN - Neighborhood Living Program,820049
2018,PA,"PA-600 - Pittsburgh, McKeesport, Penn Hills/Allegheny County CoC","Allegheny County, PA",CoC,PA-600 - REN - Open Arms,237733
2018,PA,"PA-600 - Pittsburgh, McKeesport, Penn Hills/Allegheny County CoC","Allegheny County, PA",CoC,PA-600 - REN - Valor,170763
2018,PA,"PA-600 - Pittsburgh, McKeesport, Penn Hills/Allegheny County CoC","Allegheny County, PA",CoC,PA-600 - REN - Victory,263352
2018,PA,"PA-600 - Pittsburgh, McKeesport, Penn Hills/Allegheny County CoC","Allegheny County, PA",CoC,PA-600 - REN - Village I,140515
2018,PA,"PA-600 - Pittsburgh, McKeesport, Penn Hills/Allegheny County CoC","Allegheny County, PA",CoC,PA-600 - REN - Choice I,160658
2018,PA,"PA-600 - Pittsburgh, McKeesport, Penn Hills/Allegheny County CoC","Allegheny County, PA",CoC,PA-600 - REN - Generations,213412
2018,PA,"PA-600 - Pittsburgh, McKeesport, Penn Hills/Allegheny County CoC","Allegheny County, PA",CoC,PA-600 - REN - Hospitality Homes I,300670
2018,PA,"PA-600 - Pittsburgh, McKeesport, Penn Hills/Allegheny County CoC","Allegheny County, PA",CoC,PA-600 - REN - MOMS II,350148
2018,PA,"PA-600 - Pittsburgh, McKeesport, Penn Hills/Allegheny County CoC","Allegheny County, PA",CoC,PA-600 - REN - New Foundations I,340472
2018,PA,"PA-600 - Pittsburgh, McKeesport, Penn Hills/Allegheny County CoC","Allegheny County, PA",CoC,PA-600 - REN - Northside Common Ministries Permanent Housing Program,128143
2018,PA,"PA-600 - Pittsburgh, McKeesport, Penn Hills/Allegheny County CoC","Allegheny County, PA",CoC,PA-600 - REN - Sankofa,211933
2018,PA,"PA-600 - Pittsburgh, McKeesport, Penn Hills/Allegheny County CoC","Allegheny County, PA",CoC,PA-600 - REN - Familylinks Community Housing Program,129876
2018,PA,"PA-600 - Pittsburgh, McKeesport, Penn Hills/Allegheny County CoC","Allegheny County, PA",CoC,PA-600 - REN - Community Human Services Shelter Plus Care Program,366710
2018,PA,"PA-600 - Pittsburgh, McKeesport, Penn Hills/Allegheny County CoC","Allegheny County, PA",CoC,PA-600 - REN - Housing Plus 2,184349
2018,PA,"PA-600 - Pittsburgh, McKeesport, Penn Hills/Allegheny County CoC","Allegheny County, PA",CoC,PA-600 - REN - Sisters Place Permanent Housing Program,278032
2018,PA,"PA-600 - Pittsburgh, McKeesport, Penn Hills/Allegheny County CoC","Allegheny County, PA",CoC,PA-600 - REN - YWCA WISH Program,305271
2018,PA,"PA-600 - Pittsburgh, McKeesport, Penn Hills/Allegheny County CoC","Allegheny County, PA",CoC,PA-600 - REN - Hestia Project,751256
2018,PA,"PA-600 - Pittsburgh, McKeesport, Penn Hills/Allegheny County CoC","Allegheny County, PA",CoC,PA-600 - REN - HUD Independence Program,149448
2018,PA,"PA-600 - Pittsburgh, McKeesport, Penn Hills/Allegheny County CoC","Allegheny County, PA",CoC,PA-600 - REN - YWCA Chrysalis,218534
2018,PA,"PA-600 - Pittsburgh, McKeesport, Penn Hills/Allegheny County CoC","Allegheny County, PA",CoC,PA-600 - REN - FAITH,474860
2018,PA,"PA-600 - Pittsburgh, McKeesport, Penn Hills/Allegheny County CoC","Allegheny County, PA",CoC,PA-600 - REN - Spectrum I,493067
2018,PA,"PA-600 - Pittsburgh, McKeesport, Penn Hills/Allegheny County CoC","Allegheny County, PA",CoC,PA-600 - REN - Flex 30,504859
2018,PA,"PA-600 - Pittsburgh, McKeesport, Penn Hills/Allegheny County CoC","Allegheny County, PA",CoC,PA-600 - REN - HMIS Expansion Program,152250
2018,PA,"PA-600 - Pittsburgh, McKeesport, Penn Hills/Allegheny County CoC","Allegheny County, PA",CoC,PA-600 - REN - Path to New Life,93476
2018,PA,"PA-600 - Pittsburgh, McKeesport, Penn Hills/Allegheny County CoC","Allegheny County, PA",CoC,PA-600 - REN - Bridging the Gap,186319
2018,PA,"PA-600 - Pittsburgh, McKeesport, Penn Hills/Allegheny County CoC","Allegheny County, PA",CoC,PA-600 - REN - A Step Forward,179258
2018,PA,"PA-600 - Pittsburgh, McKeesport, Penn Hills/Allegheny County CoC","Allegheny County, PA",CoC,PA-600 - REN - Haven Homes,271674
2018,PA,"PA-600 - Pittsburgh, McKeesport, Penn Hills/Allegheny County CoC","Allegheny County, PA",CoC,PA-600 - REN - Home for Good,175438
2018,PA,"PA-600 - Pittsburgh, McKeesport, Penn Hills/Allegheny County CoC","Allegheny County, PA",CoC,PA-600 - REN - Good Start,77967
2018,PA,"PA-600 - Pittsburgh, McKeesport, Penn Hills/Allegheny County CoC","Allegheny County, PA",CoC,PA-600 - REN - Soteria Project,225963
2018,PA,"PA-600 - Pittsburgh, McKeesport, Penn Hills/Allegheny County CoC","Allegheny County, PA",CoC,PA-600 - REN - G-PGH Phase 3,195712
2018,PA,"PA-600 - Pittsburgh, McKeesport, Penn Hills/Allegheny County CoC","Allegheny County, PA",CoC,PA-600 - REN - VLP Constitution,213152
2018,PA,"PA-600 - Pittsburgh, McKeesport, Penn Hills/Allegheny County CoC","Allegheny County, PA",CoC,PA-600 - REN - YW Bridges Rapid Re-Housing Program,141051
2018,PA,"PA-600 - Pittsburgh, McKeesport, Penn Hills/Allegheny County CoC","Allegheny County, PA",CoC,PA-600 - REN - Allegheny Link,68761
2018,PA,"PA-600 - Pittsburgh, McKeesport, Penn Hills/Allegheny County CoC","Allegheny County, PA",CoC,PA-600 - REN - Housing Solutions,316468
2018,PA,"PA-600 - Pittsburgh, McKeesport, Penn Hills/Allegheny County CoC","Allegheny County, PA",CoC,"PA-600 - REN - ""Keys"" to Success",512582
2018,PA,"PA-600 - Pittsburgh, McKeesport, Penn Hills/Allegheny County CoC","Allegheny County, PA",CoC,PA-600 - REN - GoodStart-2,257614
2018,PA,"PA-600 - Pittsburgh, McKeesport, Penn Hills/Allegheny County CoC","Allegheny County, PA",CoC,PA-600 - REN - A River to Home,520177
2018,PA,"PA-600 - Pittsburgh, McKeesport, Penn Hills/Allegheny County CoC","Allegheny County, PA",CoC,PA-600 - REN - Personalized Housing Options,253745
2018,PA,"PA-600 - Pittsburgh, McKeesport, Penn Hills/Allegheny County CoC","Allegheny County, PA",CoC,PA-600 - REN - MyPlace PSH,63436
2018,PA,"PA-600 - Pittsburgh, McKeesport, Penn Hills/Allegheny County CoC","Allegheny County, PA",CoC,PA-600 - REN - MyPlace RRH,840503
2018,PA,"PA-600 - Pittsburgh, McKeesport, Penn Hills/Allegheny County CoC","Allegheny County, PA",CoC,PA-600 - REN - Sunrise Permanent Housing Program,175488
2018,PA,"PA-600 - Pittsburgh, McKeesport, Penn Hills/Allegheny County CoC","Allegheny County, PA",CoC,PA-600 - REN - HARBOR-2-RRH,557499
2018,PA,"PA-600 - Pittsburgh, McKeesport, Penn Hills/Allegheny County CoC","Allegheny County, PA",CoC,PA-600 - REN - SAFE-At-Home,268655
2018,PA,"PA-600 - Pittsburgh, McKeesport, Penn Hills/Allegheny County CoC","Allegheny County, PA",CoC,PA-600 - REN - Next Chapter,242551
2018,PA,"PA-600 - Pittsburgh, McKeesport, Penn Hills/Allegheny County CoC","Allegheny County, PA",CoC,PA-600 - REN - Home At Last,372075
2018,PA,"PA-600 - Pittsburgh, McKeesport, Penn Hills/Allegheny County CoC","Allegheny County, PA",CoC,PA-600 - REN - At Home,126873
2018,PA,"PA-600 - Pittsburgh, McKeesport, Penn Hills/Allegheny County CoC","Allegheny County, PA",CoC,PA-600 - REN - CV Housing Plus Program,269522
2018,PA,"PA-600 - Pittsburgh, McKeesport, Penn Hills/Allegheny County CoC","Allegheny County, PA",CoC,PA-600 - REN - Trail Lane II,731896
2018,PA,"PA-600 - Pittsburgh, McKeesport, Penn Hills/Allegheny County CoC","Allegheny County, PA",CoC,PA-600 - REN - ATLAS,162398
2018,PA,"PA-600 - Pittsburgh, McKeesport, Penn Hills/Allegheny County CoC","Allegheny County, PA",CoC,PA-600 - REN - Haven Housing,273496
2018,PA,"PA-600 - Pittsburgh, McKeesport, Penn Hills/Allegheny County CoC","Allegheny County, PA",CoC,PA-600 - UFA - UFA Costs Project Application FY2018 PA 600,416190
2018,PA,"PA-600 - Pittsburgh, McKeesport, Penn Hills/Allegheny County CoC","Allegheny County, PA",CoC,PA-600 - PLN - PA 600 Planning Grant Project Application FY 2018,624286
2018,PA,"PA-600 - Pittsburgh, McKeesport, Penn Hills/Allegheny County CoC","Allegheny County, PA",CoC,PA-600 - NEW - Domestic Violence Unified Project,757932
2018,PA,PA-601 - Western Pennsylvania CoC,Armstrong County Community Action Agency,CoC,PA-601 - REN - Armstrong County Permanent Supportive Housing Program,126031
2018,PA,PA-601 - Western Pennsylvania CoC,Armstrong County Community Action Agency,CoC,PA-601 - REN - Armstrong-Fayette Rapid Rehousing Program,109579
2018,PA,PA-601 - Western Pennsylvania CoC,Armstrong County Community Action Agency,CoC,PA-601 - REN - Rapid Rehousing Program of Armstrong County,140526
2018,PA,PA-500 - Philadelphia CoC,Asociacion Puertorriquenos en Marcha,CoC,PA-500 - REN - Abriendo Caminos,149711
2018,PA,PA-500 - Philadelphia CoC,Asociacion Puertorriquenos en Marcha,CoC,PA-500 - REN - SERA,226309
2018,PA,PA-603 - Beaver County CoC,Beaver County Housing Authority,CoC,PA-603 - REN - Crescent Commons 2018 Renewal,222021
2018,PA,PA-603 - Beaver County CoC,Beaver County Housing Authority,CoC,PA-603 - REN - CARL Program 2018 Renewal,435872
2018,PA,PA-603 - Beaver County CoC,"Beaver County, PA",CoC,PA-603 - PLN - PA-603 CoC Planning Application FY2018,71147
2018,PA,PA-512 - York City and County CoC,Bell Socialization Services,CoC,PA-512 - REN - York Apartments,28437
2018,PA,PA-506 - Reading/Berks County CoC,Berks Coalition to End Homelessness,CoC,PA-506 - REN - PA-506 HMIS FY2018,85600
2018,PA,PA-506 - Reading/Berks County CoC,Berks Coalition to End Homelessness,CoC,PA-506 - PLN - PA -506 CoC Planning Application FY2018,98054
2018,PA,PA-506 - Reading/Berks County CoC,Berks Counseling Center,CoC,PA-506 - REN - BCC 1135/37 Franklin St. Permanent Housing,150655
2018,PA,PA-506 - Reading/Berks County CoC,Berks Counseling Center,CoC,PA-506 - REN - BCC 13 S. 10th St. Permanent Housing,77754
2018,PA,PA-506 - Reading/Berks County CoC,Berks Counseling Center,CoC,PA-506 - REN - BCC 239 S. 5th St. Permanent Housing,109962
2018,PA,PA-506 - Reading/Berks County CoC,Berks Counseling Center,CoC,PA-506 - REN - BCC New Hope House Transitional Housing,173259
2018,PA,PA-506 - Reading/Berks County CoC,Berks Counseling Center,CoC,PA-506 - REN - BCC Phoenix House,47631
2018,PA,PA-506 - Reading/Berks County CoC,Berks Counseling Center,CoC,PA-506 - REN - BCC Leasing Assistance 1 Permanent Housing,166834
2018,PA,PA-506 - Reading/Berks County CoC,Berks Counseling Center,CoC,PA-506 - REN - BCC Leasing Assistance 2 Permanent Housing,159767
2018,PA,PA-506 - Reading/Berks County CoC,Berks Counseling Center,CoC,PA-506 - REN - BCC PS Recovery Housing Permanent Housing,87468
2018,PA,PA-500 - Philadelphia CoC,Bethesda Project,CoC,PA-500 - REN - Safe Haven - My Brother's Hosue,223761
2018,PA,PA-500 - Philadelphia CoC,Bethesda Project,CoC,PA-500 - REN - Sanctuary,167165
2018,PA,PA-509 - Eastern Pennsylvania CoC,Blair County Community Action Program,CoC,PA-509 - REN - Rapid Re-Housing Consolidation,951650
2018,PA,PA-501 - Harrisburg/Dauphin County CoC,Brethren Housing Association,CoC,PA-501 - REN - Side By Side,77177
2018,PA,"PA-511 - Bristol, Bensalem/Bucks County CoC",Bucks County Housing Authority,CoC,PA-511 - REN - SHELTER PLUS CARE RENEWAL FUNDING,27361
2018,PA,"PA-511 - Bristol, Bensalem/Bucks County CoC",Bucks County Opportunity Council,CoC,PA-511 - REN - BCOC RES Consolidation 2018,290524
2018,PA,"PA-511 - Bristol, Bensalem/Bucks County CoC",Bucks County Opportunity Council,CoC,PA-511 - REN - Coordinated Assessment FY2018,42375
2018,PA,"PA-511 - Bristol, Bensalem/Bucks County CoC","Bucks County, PA",CoC,PA-511 - REN - Dedicated HMIS FY 2018,103023
2018,PA,"PA-511 - Bristol, Bensalem/Bucks County CoC","Bucks County, PA",CoC,PA-511 - REN - MH PSH Consolidation,50256
2018,PA,"PA-511 - Bristol, Bensalem/Bucks County CoC","Bucks County, PA",CoC,PA-511 - PLN - PA-511 CoC Planning Application FY2018,48343
2018,PA,PA-601 - Western Pennsylvania CoC,Butler County Housing Authority,CoC,PA-601 - REN - Franklin Court Chronically Homeless,52122
2018,PA,PA-601 - Western Pennsylvania CoC,"Butler County, PA",CoC,PA-601 - REN - HOPE Project,183735
2018,PA,PA-601 - Western Pennsylvania CoC,"Butler County, PA",CoC,PA-601 - REN - Path Transition Age Project,93820
2018,PA,PA-601 - Western Pennsylvania CoC,"Butler County, PA",CoC,PA-601 - REN - Home Again Butler County,186277
2018,PA,PA-509 - Eastern Pennsylvania CoC,"Cambria County, PA",CoC,PA-509 - REN - Cambria County Comprehensive Housing Program,161312
2018,PA,PA-601 - Western Pennsylvania CoC,Cameron and Elk Counties Behavioral and Developmental Program,CoC,PA-601 - REN - AHEAD,76247
2018,PA,PA-601 - Western Pennsylvania CoC,Cameron and Elk Counties Behavioral and Developmental Program,CoC,PA-601 - REN - Home Again,142468
2018,PA,PA-501 - Harrisburg/Dauphin County CoC,Capital Area Coalition on Homelessness,CoC,PA-501 - REN - HMIS RENEWAL APPLICATION FY2018,48705
2018,PA,PA-501 - Harrisburg/Dauphin County CoC,Capital Area Coalition on Homelessness,CoC,PA-501 - PLN - CACH Planning Project 2019-2020,55930
2018,PA,PA-508 - Scranton/Lackawanna County CoC,Catherine McAuley Center,CoC,PA-508 - REN - Permanent Supportive Housing,152982
2018,PA,PA-508 - Scranton/Lackawanna County CoC,Catherine McAuley Center,CoC,PA-508 - REN - Rapid ReHousing Consolidation,154996
2018,PA,PA-508 - Scranton/Lackawanna County CoC,Catherine McAuley Center,CoC,PA-508 - REN - Permanent Supportive Housing #2,188136
2018,PA,PA-509 - Eastern Pennsylvania CoC,Catholic Charities - Diocese of Allentown,CoC,PA-509 - REN - Permanent Supportive Housing Program,75751
2018,PA,PA-500 - Philadelphia CoC,Catholic Social Services - Archdiocese of Philadelphia,CoC,PA-500 - REN - Visitation Homes Created August 2018,202085
2018,PA,"PA-502 - Upper Darby, Chester, Haverford/Delaware County CoC",Catholic Social Services - Archdiocese of Philadelphia,CoC,PA-502 - REN - 2018 HRCP Renew 7/30/18,87780
2018,PA,"PA-503 - Wilkes-Barre, Hazleton, Luzerne County CoC",Catholic Social Services - Diocese of Scranton,CoC,PA-503 - REN - St Ann Expansion,272359
2018,PA,"PA-503 - Wilkes-Barre, Hazleton, Luzerne County CoC",Catholic Social Services - Diocese of Scranton,CoC,PA-503 - REN - Gabriel House,113140
2018,PA,"PA-503 - Wilkes-Barre, Hazleton, Luzerne County CoC",Catholic Social Services - Diocese of Scranton,CoC,PA-503 - REN - Mother Teresa's Haven PSHP,87355
2018,PA,"PA-503 - Wilkes-Barre, Hazleton, Luzerne County CoC",Catholic Social Services - Diocese of Scranton,CoC,PA-503 - REN - Holy Family Housing,63725
2018,PA,"PA-503 - Wilkes-Barre, Hazleton, Luzerne County CoC",Catholic Social Services - Diocese of Scranton,CoC,PA-503 - REN - RRH-1,84516
2018,PA,"PA-503 - Wilkes-Barre, Hazleton, Luzerne County CoC",Catholic Social Services - Diocese of Scranton,CoC,PA-503 - REN - St. Hedwig's Veterans Village,72936
2018,PA,"PA-503 - Wilkes-Barre, Hazleton, Luzerne County CoC",Catholic Social Services - Diocese of Scranton,CoC,PA-503 - REN - VA-PSHP Luzerne,147243
2018,PA,PA-508 - Scranton/Lackawanna County CoC,Catholic Social Services - Diocese of Scranton,CoC,PA-508 - REN - Permanent Supportive Housing 2,98375
2018,PA,PA-508 - Scranton/Lackawanna County CoC,Catholic Social Services - Diocese of Scranton,CoC,PA-508 - REN - CSS PSHP #1,130336
2018,PA,PA-508 - Scranton/Lackawanna County CoC,Catholic Social Services - Diocese of Scranton,CoC,PA-508 - REN - VA-PSHP Lackawanna,99803
2018,PA,PA-509 - Eastern Pennsylvania CoC,Catholic Social Services - Diocese of Scranton,CoC,PA-509 - REN - Rural Permanent Supportive Housing,114686
2018,PA,PA-509 - Eastern Pennsylvania CoC,Catholic Social Services - Diocese of Scranton,CoC,PA-509 - REN - Susquehanna/Wayne PSHP,103347
2018,PA,PA-509 - Eastern Pennsylvania CoC,Catholic Social Services - Diocese of Scranton,CoC,PA-509 - REN - PSHP Pike County,93954
2018,PA,"PA-503 - Wilkes-Barre, Hazleton, Luzerne County CoC",Catholic Youth Center,CoC,PA-503 - REN - CYC Homeless Child Care Program,281459
2018,PA,PA-509 - Eastern Pennsylvania CoC,Center for Community Action,CoC,"PA-509 - REN - Bedford, Fulton, Huntingdon RRH FFY2018",106495
2018,PA,PA-509 - Eastern Pennsylvania CoC,Center for Community Action,CoC,PA-509 - REN - South Central PA RRH FFY2018,284373
2018,PA,PA-509 - Eastern Pennsylvania CoC,"Centre County, PA",CoC,PA-509 - REN - Centre County Rapid Re-Housing,206632
2018,PA,PA-505 - Chester County CoC,"Chester County, PA",CoC,PA-505 - REN - 2018 Forensic House,63552
2018,PA,PA-505 - Chester County CoC,"Chester County, PA",CoC,PA-505 - REN - 2018 Housing Options,780010
2018,PA,PA-505 - Chester County CoC,"Chester County, PA",CoC,PA-505 - REN - 2018 Safe Haven,91931
2018,PA,PA-505 - Chester County CoC,"Chester County, PA",CoC,PA-505 - REN - 2018 Coordinated Entry,112907
2018,PA,PA-505 - Chester County CoC,"Chester County, PA",CoC,PA-505 - REN - 2018- RRH-PH CTI,146301
2018,PA,PA-505 - Chester County CoC,"Chester County, PA",CoC,PA-505 - REN - 2018 HACC RRH-PH Indiv. and Families,169915
2018,PA,PA-505 - Chester County CoC,"Chester County, PA",CoC,PA-505 - REN - 2018 RRH Families and Indiv. II,101457
2018,PA,PA-505 - Chester County CoC,"Chester County, PA",CoC,PA-505 - PLN - CoC Planning Project FY2018,19189
2018,PA,PA-505 - Chester County CoC,"Chester County, PA",CoC,PA-505 - NEW - 2018 RRH for Individuals,101162
2018,PA,PA-501 - Harrisburg/Dauphin County CoC,Christian Churches United of the Tri-County Area,CoC,PA-501 - REN - Susquehanna Harbor Safe Haven,317210
2018,PA,PA-501 - Harrisburg/Dauphin County CoC,Christian Churches United of the Tri-County Area,CoC,PA-501 - REN - HELP Ministries Rapid Rehousing,91939
2018,PA,PA-601 - Western Pennsylvania CoC,"Citizens Against Physical, Sexual and Emotional Abuse (CAPSEA)",CoC,PA-601 - REN - Housing Plus,127449
2018,PA,PA-601 - Western Pennsylvania CoC,City Mission-Living Stones,CoC,PA-601 - REN - Gallatin School Living Centre,124773
2018,PA,PA-500 - Philadelphia CoC,COMHAR,CoC,PA-500 - REN - COMPASS 1 Program 2018,273009
2018,PA,PA-500 - Philadelphia CoC,COMHAR,CoC,PA-500 - REN - SHP 2 Program 2018,513653
2018,PA,"PA-503 - Wilkes-Barre, Hazleton, Luzerne County CoC",Commission on Economic Opportunity,CoC,PA-503 - REN - PSH Chronic Homeless 1,170669
